timestamp,power,power_smooth,power_smooth_quant,power_segment,is_weekend,hour,is_workhour,is_holiday,rule_valid,time_diff_min,missing_data_flag,is_anomaly,was_nan
2025-05-18 07:00:00+07:00,3,3.0,5.0,No Power,True,7,False,False,True,,False,False,False
2025-05-18 08:00:00+07:00,3,3.0,5.0,No Power,True,8,False,False,True,60.0,True,False,False
2025-05-18 09:00:00+07:00,3,3.0,5.0,No Power,True,9,False,False,True,60.0,True,False,False
2025-05-18 10:00:00+07:00,3,3.0,5.0,No Power,True,10,False,False,True,60.0,True,False,False
2025-05-18 11:00:00+07:00,3,3.0,5.0,No Power,True,11,False,False,True,60.0,True,False,False
2025-05-18 12:00:00+07:00,3,3.0,5.0,No Power,True,12,False,False,True,60.0,True,False,False
2025-05-18 13:00:00+07:00,3,3.0,5.0,No Power,True,13,False,False,True,60.0,True,False,False
2025-05-18 14:00:00+07:00,3,3.0,5.0,No Power,True,14,False,False,True,60.0,True,False,False
2025-05-18 15:00:00+07:00,3,3.0,5.0,No Power,True,15,False,False,True,60.0,True,False,False
2025-05-18 16:00:00+07:00,3,3.0,5.0,No Power,True,16,False,False,True,60.0,True,False,False
2025-05-18 17:00:00+07:00,3,3.0,5.0,No Power,True,17,False,False,True,60.0,True,False,False
2025-05-18 18:00:00+07:00,3,3.0,5.0,No Power,True,18,False,False,True,60.0,True,False,False
2025-05-18 19:00:00+07:00,3,3.0,5.0,No Power,True,19,False,False,True,60.0,True,False,False
2025-05-18 20:00:00+07:00,3,3.0,5.0,No Power,True,20,False,False,True,60.0,True,False,False
2025-05-18 21:00:00+07:00,3,3.0,5.0,No Power,True,21,False,False,True,60.0,True,False,False
2025-05-18 22:00:00+07:00,3,3.0,5.0,No Power,True,22,False,False,True,60.0,True,False,False
2025-05-18 23:00:00+07:00,4,3.3333333333333335,5.0,No Power,True,23,False,False,True,60.0,True,False,False
2025-05-19 00:00:00+07:00,3,3.3333333333333335,5.0,No Power,False,0,False,False,True,60.0,True,False,False
2025-05-19 01:00:00+07:00,3,3.3333333333333335,5.0,No Power,False,1,False,False,True,60.0,True,False,False
2025-05-19 02:00:00+07:00,3,3.0,5.0,No Power,False,2,False,False,True,60.0,True,False,False
2025-05-19 03:00:00+07:00,4,3.3333333333333335,5.0,No Power,False,3,False,False,True,60.0,True,False,False
2025-05-19 04:00:00+07:00,3,3.3333333333333335,5.0,No Power,False,4,False,False,True,60.0,True,False,False
2025-05-19 05:00:00+07:00,3,3.3333333333333335,5.0,No Power,False,5,False,False,True,60.0,True,False,False
2025-05-19 06:00:00+07:00,183,63.0,65.0,Power Used,False,6,False,False,False,60.0,True,True,False
2025-05-19 07:00:00+07:00,1492,559.3333333333334,560.0,Power Used,False,7,True,False,True,60.0,True,False,False
2025-05-19 08:00:00+07:00,1530,1068.3333333333333,1070.0,Power Used,False,8,True,False,True,60.0,True,False,False
2025-05-19 09:00:00+07:00,1567,1529.6666666666667,1530.0,Power Used,False,9,True,False,True,60.0,True,False,False
2025-05-19 10:00:00+07:00,1582,1559.6666666666667,1560.0,Power Used,False,10,True,False,True,60.0,True,False,False
2025-05-19 11:00:00+07:00,1568,1572.3333333333333,1570.0,Power Used,False,11,True,False,True,60.0,True,False,False
2025-05-19 12:00:00+07:00,1489,1546.3333333333333,1545.0,Power Used,False,12,True,False,True,60.0,True,False,False
2025-05-19 13:00:00+07:00,1434,1497.0,1495.0,Power Used,False,13,True,False,True,60.0,True,False,False
2025-05-19 14:00:00+07:00,1426,1449.6666666666667,1450.0,Power Used,False,14,True,False,True,60.0,True,False,False
2025-05-19 15:00:00+07:00,1415,1425.0,1425.0,Power Used,False,15,True,False,True,60.0,True,False,False
2025-05-19 16:00:00+07:00,1401,1414.0,1415.0,Power Used,False,16,True,False,True,60.0,True,False,False
2025-05-19 17:00:00+07:00,455,1090.3333333333333,1090.0,Power Used,False,17,True,False,True,60.0,True,False,False
2025-05-19 18:00:00+07:00,0,928.0,930.0,Power Used,False,18,False,False,False,60.0,True,True,True
2025-05-19 19:00:00+07:00,0,455.0,455.0,Power Used,False,19,False,False,False,60.0,True,True,True
2025-05-19 20:00:00+07:00,0,,,Power Used,False,20,False,False,False,60.0,True,True,True
2025-05-19 21:00:00+07:00,0,,,Power Used,False,21,False,False,False,60.0,True,True,True
2025-05-19 22:00:00+07:00,0,,,Power Used,False,22,False,False,False,60.0,True,True,True
2025-05-19 23:00:00+07:00,0,,,Power Used,False,23,False,False,False,60.0,True,True,True
2025-05-20 00:00:00+07:00,0,,,Power Used,False,0,False,False,False,60.0,True,True,True
2025-05-20 01:00:00+07:00,0,,,Power Used,False,1,False,False,False,60.0,True,True,True
2025-05-20 02:00:00+07:00,0,,,Power Used,False,2,False,False,False,60.0,True,True,True
2025-05-20 03:00:00+07:00,0,,,Power Used,False,3,False,False,False,60.0,True,True,True
2025-05-20 04:00:00+07:00,0,,,Power Used,False,4,False,False,False,60.0,True,True,True
2025-05-20 05:00:00+07:00,0,,,Power Used,False,5,False,False,False,60.0,True,True,True
2025-05-20 06:00:00+07:00,0,,,Power Used,False,6,False,False,False,60.0,True,True,True
2025-05-20 07:00:00+07:00,0,,,Power Used,False,7,True,False,False,60.0,True,True,True
2025-05-20 08:00:00+07:00,0,,,Power Used,False,8,True,False,False,60.0,True,True,True
2025-05-20 09:00:00+07:00,0,,,Power Used,False,9,True,False,False,60.0,True,True,True
2025-05-20 10:00:00+07:00,0,,,Power Used,False,10,True,False,False,60.0,True,True,True
2025-05-20 11:00:00+07:00,0,,,Power Used,False,11,True,False,False,60.0,True,True,True
2025-05-20 12:00:00+07:00,1557,1557.0,1555.0,Power Used,False,12,True,False,True,60.0,True,False,False
2025-05-20 13:00:00+07:00,1565,1561.0,1560.0,Power Used,False,13,True,False,True,60.0,True,False,False
2025-05-20 14:00:00+07:00,1542,1554.6666666666667,1555.0,Power Used,False,14,True,False,True,60.0,True,False,False
2025-05-20 15:00:00+07:00,1513,1540.0,1540.0,Power Used,False,15,True,False,True,60.0,True,False,False
2025-05-20 16:00:00+07:00,677,1244.0,1245.0,Power Used,False,16,True,False,True,60.0,True,True,False
2025-05-20 17:00:00+07:00,3,731.0,730.0,No Power,False,17,True,False,True,60.0,True,False,False
2025-05-20 18:00:00+07:00,3,227.66666666666666,230.0,No Power,False,18,False,False,True,60.0,True,False,False
2025-05-20 19:00:00+07:00,3,3.0,5.0,No Power,False,19,False,False,True,60.0,True,False,False
2025-05-20 20:00:00+07:00,3,3.0,5.0,No Power,False,20,False,False,True,60.0,True,False,False
2025-05-20 21:00:00+07:00,3,3.0,5.0,No Power,False,21,False,False,True,60.0,True,False,False
2025-05-20 22:00:00+07:00,3,3.0,5.0,No Power,False,22,False,False,True,60.0,True,False,False
2025-05-20 23:00:00+07:00,3,3.0,5.0,No Power,False,23,False,False,True,60.0,True,False,False
2025-05-21 00:00:00+07:00,3,3.0,5.0,No Power,False,0,False,False,True,60.0,True,False,False
2025-05-21 01:00:00+07:00,3,3.0,5.0,No Power,False,1,False,False,True,60.0,True,False,False
2025-05-21 02:00:00+07:00,3,3.0,5.0,No Power,False,2,False,False,True,60.0,True,False,False
2025-05-21 03:00:00+07:00,4,3.3333333333333335,5.0,No Power,False,3,False,False,True,60.0,True,False,False
2025-05-21 04:00:00+07:00,3,3.3333333333333335,5.0,No Power,False,4,False,False,True,60.0,True,False,False
2025-05-21 05:00:00+07:00,3,3.3333333333333335,5.0,No Power,False,5,False,False,True,60.0,True,False,False
2025-05-21 06:00:00+07:00,3,3.0,5.0,No Power,False,6,False,False,True,60.0,True,False,False
2025-05-21 07:00:00+07:00,1258,421.3333333333333,420.0,Power Used,False,7,True,False,True,60.0,True,False,False
2025-05-21 08:00:00+07:00,1457,906.0,905.0,Power Used,False,8,True,False,True,60.0,True,False,False
2025-05-21 09:00:00+07:00,1427,1380.6666666666667,1380.0,Power Used,False,9,True,False,True,60.0,True,False,False
2025-05-21 10:00:00+07:00,269,1051.0,1050.0,Power Used,False,10,True,False,True,60.0,True,False,False
2025-05-21 11:00:00+07:00,436,710.6666666666666,710.0,Power Used,False,11,True,False,True,60.0,True,False,False
2025-05-21 12:00:00+07:00,1541,748.6666666666666,750.0,Power Used,False,12,True,False,True,60.0,True,False,False
2025-05-21 13:00:00+07:00,1555,1177.3333333333333,1175.0,Power Used,False,13,True,False,True,60.0,True,False,False
2025-05-21 14:00:00+07:00,1544,1546.6666666666667,1545.0,Power Used,False,14,True,False,True,60.0,True,False,False
2025-05-21 15:00:00+07:00,1507,1535.3333333333333,1535.0,Power Used,False,15,True,False,True,60.0,True,False,False
2025-05-21 16:00:00+07:00,1479,1510.0,1510.0,Power Used,False,16,True,False,True,60.0,True,False,False
2025-05-21 17:00:00+07:00,4,996.6666666666666,995.0,No Power,False,17,True,False,True,60.0,True,False,False
2025-05-21 18:00:00+07:00,4,495.6666666666667,495.0,No Power,False,18,False,False,True,60.0,True,False,False
2025-05-21 19:00:00+07:00,4,4.0,5.0,No Power,False,19,False,False,True,60.0,True,False,False
2025-05-21 20:00:00+07:00,4,4.0,5.0,No Power,False,20,False,False,True,60.0,True,False,False
2025-05-21 21:00:00+07:00,4,4.0,5.0,No Power,False,21,False,False,True,60.0,True,False,False
2025-05-21 22:00:00+07:00,3,3.6666666666666665,5.0,No Power,False,22,False,False,True,60.0,True,False,False
2025-05-21 23:00:00+07:00,4,3.6666666666666665,5.0,No Power,False,23,False,False,True,60.0,True,False,False
2025-05-22 00:00:00+07:00,3,3.3333333333333335,5.0,No Power,False,0,False,False,True,60.0,True,False,False
2025-05-22 01:00:00+07:00,4,3.6666666666666665,5.0,No Power,False,1,False,False,True,60.0,True,False,False
2025-05-22 02:00:00+07:00,4,3.6666666666666665,5.0,No Power,False,2,False,False,True,60.0,True,False,False
2025-05-22 03:00:00+07:00,4,4.0,5.0,No Power,False,3,False,False,True,60.0,True,False,False
2025-05-22 04:00:00+07:00,3,3.6666666666666665,5.0,No Power,False,4,False,False,True,60.0,True,False,False
2025-05-22 05:00:00+07:00,3,3.3333333333333335,5.0,No Power,False,5,False,False,True,60.0,True,False,False
2025-05-22 06:00:00+07:00,245,83.66666666666667,85.0,Power Used,False,6,False,False,False,60.0,True,True,False
2025-05-22 07:00:00+07:00,1474,574.0,575.0,Power Used,False,7,True,False,True,60.0,True,False,False
2025-05-22 08:00:00+07:00,1485,1068.0,1070.0,Power Used,False,8,True,False,True,60.0,True,False,False
2025-05-22 09:00:00+07:00,1502,1487.0,1485.0,Power Used,False,9,True,False,True,60.0,True,False,False
2025-05-22 10:00:00+07:00,1528,1505.0,1505.0,Power Used,False,10,True,False,True,60.0,True,False,False
2025-05-22 11:00:00+07:00,1540,1523.3333333333333,1525.0,Power Used,False,11,True,False,True,60.0,True,False,False
2025-05-22 12:00:00+07:00,1544,1537.3333333333333,1535.0,Power Used,False,12,True,False,True,60.0,True,False,False
2025-05-22 13:00:00+07:00,1477,1520.3333333333333,1520.0,Power Used,False,13,True,False,True,60.0,True,False,False
2025-05-22 14:00:00+07:00,1413,1478.0,1480.0,Power Used,False,14,True,False,True,60.0,True,False,False
2025-05-22 15:00:00+07:00,1412,1434.0,1435.0,Power Used,False,15,True,False,True,60.0,True,False,False
2025-05-22 16:00:00+07:00,1205,1343.3333333333333,1345.0,Power Used,False,16,True,False,True,60.0,True,False,False
2025-05-22 17:00:00+07:00,4,873.6666666666666,875.0,No Power,False,17,True,False,True,60.0,True,False,False
2025-05-22 18:00:00+07:00,4,404.3333333333333,405.0,No Power,False,18,False,False,True,60.0,True,False,False
2025-05-22 19:00:00+07:00,4,4.0,5.0,No Power,False,19,False,False,True,60.0,True,False,False
2025-05-22 20:00:00+07:00,4,4.0,5.0,No Power,False,20,False,False,True,60.0,True,False,False
2025-05-22 21:00:00+07:00,4,4.0,5.0,No Power,False,21,False,False,True,60.0,True,False,False
2025-05-22 22:00:00+07:00,4,4.0,5.0,No Power,False,22,False,False,True,60.0,True,False,False
2025-05-22 23:00:00+07:00,4,4.0,5.0,No Power,False,23,False,False,True,60.0,True,False,False
2025-05-23 00:00:00+07:00,4,4.0,5.0,No Power,False,0,False,False,True,60.0,True,False,False
2025-05-23 01:00:00+07:00,4,4.0,5.0,No Power,False,1,False,False,True,60.0,True,False,False
2025-05-23 02:00:00+07:00,4,4.0,5.0,No Power,False,2,False,False,True,60.0,True,False,False
2025-05-23 03:00:00+07:00,4,4.0,5.0,No Power,False,3,False,False,True,60.0,True,False,False
2025-05-23 04:00:00+07:00,4,4.0,5.0,No Power,False,4,False,False,True,60.0,True,False,False
2025-05-23 05:00:00+07:00,4,4.0,5.0,No Power,False,5,False,False,True,60.0,True,False,False
